brand	family	model_code	model_label	audio_type	form_factor	primary_connection	seed_status	notes
APPLE	AIRPODS	AIRPODS_4	AirPods 4	EARBUDS	TRUE_WIRELESS	BLUETOOTH	APPLE_OFFICIAL
APPLE	AIRPODS	AIRPODS_4_ANC	AirPods 4 Active Noise Cancellation	EARBUDS	TRUE_WIRELESS	BLUETOOTH	APPLE_OFFICIAL
APPLE	AIRPODS_PRO	AIRPODS_PRO_2_USB_C	AirPods Pro 2 USB-C	EARBUDS	TRUE_WIRELESS	BLUETOOTH	APPLE_OFFICIAL
APPLE	AIRPODS_PRO	AIRPODS_PRO_3	AirPods Pro 3	EARBUDS	TRUE_WIRELESS	BLUETOOTH	APPLE_OFFICIAL
APPLE	AIRPODS_MAX	AIRPODS_MAX_2	AirPods Max 2	HEADPHONES	OVER_EAR	BLUETOOTH	APPLE_OFFICIAL
APPLE	HOMEPOD	HOMEPOD_MINI	HomePod mini	SMART_SPEAKER	SMART_SPEAKER	WIFI	HEAD_SEED
SONY	WH_1000X	WH_1000XM6	WH-1000XM6	HEADPHONES	OVER_EAR	BLUETOOTH	SONY_OFFICIAL
SONY	WH_1000X	WH_1000XM5	WH-1000XM5	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
SONY	WF_1000X	WF_1000XM5	WF-1000XM5	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
SONY	WH_CH	WH_CH720N	WH-CH720N	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
SONY	SRS	SRS_XB100	SRS-XB100	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	HEAD_SEED
SONY	HT	HT_S2000	HT-S2000	SOUNDBAR	SOUNDBAR	HDMI_ARC	HEAD_SEED
BOSE	QUIETCOMFORT	QUIETCOMFORT_ULTRA_HEADPHONES_2	QuietComfort Ultra Headphones 2nd Gen	HEADPHONES	OVER_EAR	BLUETOOTH	BOSE_OFFICIAL
BOSE	QUIETCOMFORT	QUIETCOMFORT_HEADPHONES	QuietComfort Headphones	HEADPHONES	OVER_EAR	BLUETOOTH	BOSE_OFFICIAL
BOSE	QUIETCOMFORT_EARBUDS	QUIETCOMFORT_ULTRA_EARBUDS	QuietComfort Ultra Earbuds	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
BOSE	SOUNDLINK	SOUNDLINK_FLEX	SoundLink Flex	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	HEAD_SEED
BOSE	SMART_SOUNDBAR	BOSE_SMART_SOUNDBAR	Bose Smart Soundbar	SOUNDBAR	SOUNDBAR	HDMI_ARC	HEAD_SEED
JBL	FLIP	FLIP_7	JBL Flip 7	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	JBL_OFFICIAL
JBL	CHARGE	CHARGE_6	JBL Charge 6	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	JBL_OFFICIAL
JBL	GO	GO_4	JBL Go 4	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	JBL_OFFICIAL
JBL	PARTYBOX	PARTYBOX_320	JBL PartyBox 320	SPEAKER	PARTY_SPEAKER	BLUETOOTH	HEAD_SEED
JBL	TUNE	TUNE_770NC	JBL Tune 770NC	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
JBL	LIVE	LIVE_BEAM_3	JBL Live Beam 3	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
SAMSUNG	GALAXY_BUDS	GALAXY_BUDS3_PRO	Galaxy Buds3 Pro	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
SAMSUNG	GALAXY_BUDS	GALAXY_BUDS3	Galaxy Buds3	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
SAMSUNG	SOUNDBAR_Q	HW_Q990D	Samsung HW-Q990D	SOUNDBAR	SOUNDBAR	HDMI_ARC	HEAD_SEED
SENNHEISER	MOMENTUM	MOMENTUM_4_WIRELESS	Momentum 4 Wireless	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
SENNHEISER	MOMENTUM_TW	MOMENTUM_TRUE_WIRELESS_4	Momentum True Wireless 4	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
SENNHEISER	HD	HD_600	HD 600	HEADPHONES	OVER_EAR	WIRED	HEAD_SEED
SENNHEISER	HD	HD_650	HD 650	HEADPHONES	OVER_EAR	WIRED	HEAD_SEED
SENNHEISER	HD	HD_660S2	HD 660S2	HEADPHONES	OVER_EAR	WIRED	HEAD_SEED
SENNHEISER	HD	HD_560S	HD 560S	HEADPHONES	OVER_EAR	WIRED	HEAD_SEED
AUDIO_TECHNICA	ATH_M	ATH_M50X	ATH-M50x	HEADPHONES	OVER_EAR	WIRED	HEAD_SEED
AUDIO_TECHNICA	ATH_M	ATH_M50XBT2	ATH-M50xBT2	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
AUDIO_TECHNICA	AT	AT2020	AT2020	MICROPHONE	XLR_MIC	XLR	HEAD_SEED
AUDIO_TECHNICA	AT_LP	AT_LP60X	AT-LP60X	TURNTABLE	TURNTABLE	WIRED	HEAD_SEED
AUDIO_TECHNICA	AT_LP	AT_LP120XUSB	AT-LP120XUSB	TURNTABLE	TURNTABLE	USB	HEAD_SEED
SHURE	SM	SM7B	SM7B	MICROPHONE	XLR_MIC	XLR	HEAD_SEED
SHURE	SM	SM58	SM58	MICROPHONE	HANDHELD_MIC	XLR	HEAD_SEED
SHURE	MV	MV7	MV7	MICROPHONE	USB_MIC	USB	HEAD_SEED
SHURE	SE	SE215	SE215	EARBUDS	IN_EAR	WIRED	HEAD_SEED
RODE	NT_USB	NT_USB_PLUS	NT-USB+	MICROPHONE	USB_MIC	USB	HEAD_SEED
RODE	PODMIC	PODMIC	PodMic	MICROPHONE	XLR_MIC	XLR	HEAD_SEED
RODE	WIRELESS_GO	WIRELESS_GO_II	Wireless GO II	MICROPHONE	LAVALIER_MIC	WIRELESS	HEAD_SEED
FOCUSRITE	SCARLETT	SCARLETT_2I2_4TH_GEN	Scarlett 2i2 4th Gen	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB_C	HEAD_SEED
FOCUSRITE	SCARLETT	SCARLETT_SOLO_4TH_GEN	Scarlett Solo 4th Gen	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB_C	HEAD_SEED
UNIVERSAL_AUDIO	VOLT	VOLT_2	Volt 2	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB_C	HEAD_SEED
AUDIENT	ID	ID4_MKII	iD4 MKII	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB_C	HEAD_SEED
BEHRINGER	UMC	UMC202HD	UMC202HD	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB	HEAD_SEED
YAMAHA	HS	HS5	HS5	STUDIO_MONITOR	STUDIO_MONITOR	WIRED	HEAD_SEED
YAMAHA	HS	HS8	HS8	STUDIO_MONITOR	STUDIO_MONITOR	WIRED	HEAD_SEED
YAMAHA	AVENTAGE	RX_V6A	RX-V6A	RECEIVER_AMPLIFIER	AV_RECEIVER	HDMI_ARC	HEAD_SEED
DENON	AVR	AVR_X2800H	AVR-X2800H	RECEIVER_AMPLIFIER	AV_RECEIVER	HDMI_ARC	HEAD_SEED
MARANTZ	PM	PM6007	PM6007	RECEIVER_AMPLIFIER	STEREO_AMPLIFIER	WIRED	HEAD_SEED
FIIO	K	K11	K11	DAC_AMP	DESKTOP_DAC	USB_C	HEAD_SEED
FIIO	BTR	BTR7	BTR7	DAC_AMP	PORTABLE_DAC	BLUETOOTH	HEAD_SEED
IFI	ZEN	ZEN_DAC_V2	ZEN DAC V2	DAC_AMP	DESKTOP_DAC	USB	HEAD_SEED
ANKER_SOUNDCORE	LIBERTY	LIBERTY_4_NC	Soundcore Liberty 4 NC	EARBUDS	TRUE_WIRELESS	BLUETOOTH	HEAD_SEED
ANKER_SOUNDCORE	SPACE	SPACE_ONE	Soundcore Space One	HEADPHONES	OVER_EAR	BLUETOOTH	HEAD_SEED
MARSHALL	MAJOR	MAJOR_IV	Major IV	HEADPHONES	ON_EAR	BLUETOOTH	HEAD_SEED
MARSHALL	EMBERton	EMBERton_II	Emberton II	SPEAKER	PORTABLE_SPEAKER	BLUETOOTH	HEAD_SEED
MARSHALL	STANMORE	STANMORE_III	Stanmore III	SPEAKER	BOOKSHELF_SPEAKER	BLUETOOTH	HEAD_SEED
TECHNICS	SL	SL_1200MK7	SL-1200MK7	TURNTABLE	TURNTABLE	WIRED	HEAD_SEED
PIONEER_DJ	DDJ	DDJ_FLX4	DDJ-FLX4	AUDIO_INTERFACE	DESKTOP_INTERFACE	USB	HEAD_SEED
AKAI	MPK	MPK_MINI_MK3	MPK Mini MK3	AUDIO_ACCESSORY	DESKTOP_INTERFACE	USB	HEAD_SEED
LOGITECH	BLUE	YETI	Blue Yeti	MICROPHONE	USB_MIC	USB	HEAD_SEED
HYPERX	QUADCAST	QUADCAST	QuadCast	MICROPHONE	USB_MIC	USB	HEAD_SEED
STEELSERIES	ARCTIS	ARCTIS_NOVA_PRO	Arctis Nova Pro	HEADSET	HEADSET_BOOM	BLUETOOTH	HEAD_SEED
LOGITECH_G	PRO_X	PRO_X_WIRELESS	G Pro X Wireless	HEADSET	HEADSET_BOOM	TWO_POINT_FOUR_GHZ	HEAD_SEED
